"type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-3","Material limitado","Temario",1,"['Material limitado']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-3","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Normal","Estado físico",3,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Contento/a","Estado anímico",4,"['Contento/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Temario bien estructurado","Temario",3,"['Temario bien estructurado']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Normal","Estado anímico",4,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Creatividad","Docente",3,"['Creatividad']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Iluminación correcta","Ambiente",5,"['Iluminación correcta']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Normal","Estado físico",3,"['Normal']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Motivado/a","Estado anímico",5,"['Motivado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Temario bien estructurado","Temario",4,"['Temario bien estructurado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-3","Demasiado frío","Ambiente",2,"['Demasiado frío']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Enfermo/a","Estado físico",3,"['Enfermo/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Estresado/a","Estado anímico",1,"['Estresado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Poco práctico","Temario",1,"['Poco práctico']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Buena actitud","Docente",4,"['Buena actitud']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Iluminación correcta","Ambiente",4,"['Iluminación correcta']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Agobiado/a","Estado anímico",3,"['Agobiado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Temario denso","Temario",2,"['Temario denso']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Sin ruido","Ambiente",4,"['Sin ruido']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Normal","Estado físico",5,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Aburrido/a","Estado anímico",2,"['Aburrido/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Material limitado","Temario",2,"['Material limitado']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Buena actitud","Docente",4,"['Buena actitud']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"1001","Sin ruido","Ambiente",3,"['Sin ruido']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Cansado/a","Estado anímico",3,"['Cansado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Poco práctico","Temario",1,"['Poco práctico']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Buena organización","Docente",3,"['Buena organización']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Sin ruido","Ambiente",4,"['Sin ruido']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Cansado/a","Estado anímico",3,"['Cansado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Interesante","Temario",4,"['Interesante']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Iluminación correcta","Ambiente",4,"['Iluminación correcta']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Normal","Estado físico",5,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Normal","Estado anímico",3,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Interesante","Temario",4,"['Interesante']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Dinamismo","Docente",5,"['Dinamismo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-4","Poca luz","Ambiente",2,"['Poca luz']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Normal","Estado anímico",5,"['Normal']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Poco práctico","Temario",2,"['Poco práctico']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Poca cooperación","Docente",1,"['Poca cooperación']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3203","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Con dolor de espalda","Estado físico",1,"['Con dolor de espalda']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Cansado/a","Estado anímico",2,"['Cansado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Muy práctico","Temario",4,"['Muy práctico']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Poca creatividad","Docente",1,"['Poca creatividad']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3104","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Normal","Estado anímico",5,"['Normal']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Material limitado","Temario",1,"['Material limitado']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Paciencia","Docente",4,"['Paciencia']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Demasiado calor","Ambiente",2,"['Demasiado calor']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Normal","Estado anímico",3,"['Normal']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Poco práctico","Temario",1,"['Poco práctico']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Explicaciones entretenidas","Docente",4,"['Explicaciones entretenidas']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3301","Iluminación correcta","Ambiente",4,"['Iluminación correcta']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Agotado/a","Estado físico",2,"['Agotado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Eufórico/a","Estado anímico",5,"['Eufórico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Material limitado","Temario",1,"['Material limitado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Poca creatividad","Docente",1,"['Poca creatividad']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"1001","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Agotado/a","Estado físico",2,"['Agotado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Motivado/a","Estado anímico",3,"['Motivado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Material limitado","Temario",2,"['Material limitado']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Eufórico/a","Estado anímico",5,"['Eufórico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Muy práctico","Temario",3,"['Muy práctico']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Poco dinamismo","Docente",2,"['Poco dinamismo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"CIC-4","Demasiado ruido","Ambiente",1,"['Demasiado ruido']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Enfermo/a","Estado físico",1,"['Enfermo/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Triste","Estado anímico",3,"['Triste']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Muy práctico","Temario",3,"['Muy práctico']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Temperatura perfecta","Ambiente",3,"['Temperatura perfecta']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3301","Con dolor de cuello","Estado físico",3,"['Con dolor de cuello']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3301","Eufórico/a","Estado anímico",5,"['Eufórico/a']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3301","Temario denso","Temario",1,"['Temario denso']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3301","Buena organización","Docente",4,"['Buena organización']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"3301","Demasiado frío","Ambiente",1,"['Demasiado frío']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Con ansiedad","Estado anímico",1,"['Con ansiedad']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Interesante","Temario",4,"['Interesante']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Buena organización","Docente",5,"['Buena organización']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"1001","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Enfermo/a","Estado físico",3,"['Enfermo/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Triste","Estado anímico",1,"['Triste']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Poco práctico","Temario",2,"['Poco práctico']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Mala organización","Docente",2,"['Mala organización']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3301","Con dolor de espalda","Estado físico",2,"['Con dolor de espalda']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3301","Cansado/a","Estado anímico",2,"['Cansado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3301","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3301","Poca paciencia","Docente",1,"['Poca paciencia']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3301","Demasiado frío","Ambiente",1,"['Demasiado frío']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enfermo/a","Estado físico",1,"['Enfermo/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Triste","Estado anímico",1,"['Triste']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Muy práctico","Temario",5,"['Muy práctico']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Poco dinamismo","Docente",2,"['Poco dinamismo']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Con dolor de espalda","Estado físico",1,"['Con dolor de espalda']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Motivado/a","Estado anímico",3,"['Motivado/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Material adecuado","Temario",5,"['Material adecuado']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Explicaciones aburridas","Docente",1,"['Explicaciones aburridas']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3301","Ambiente denso","Ambiente",2,"['Ambiente denso']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Con ansiedad","Estado anímico",2,"['Con ansiedad']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Poco práctico","Temario",1,"['Poco práctico']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Paciencia","Docente",3,"['Paciencia']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Con hambre o sed","Estado físico",2,"['Con hambre o sed']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Normal","Estado anímico",4,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Muy práctico","Temario",4,"['Muy práctico']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Agotado/a","Estado físico",1,"['Agotado/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Eufórico/a","Estado anímico",3,"['Eufórico/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Poco práctico","Temario",1,"['Poco práctico']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Buena organización","Docente",5,"['Buena organización']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Poca luz","Ambiente",1,"['Poca luz']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Normal","Estado físico",3,"['Normal']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Agobiado/a","Estado anímico",1,"['Agobiado/a']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Temario denso","Temario",1,"['Temario denso']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Buena organización","Docente",4,"['Buena organización']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Iluminación correcta","Ambiente",5,"['Iluminación correcta']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Normal","Estado físico",5,"['Normal']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Cansado/a","Estado anímico",2,"['Cansado/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Temario bien estructurado","Temario",3,"['Temario bien estructurado']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Paciencia","Docente",5,"['Paciencia']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Poca luz","Ambiente",2,"['Poca luz']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3104","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3104","Motivado/a","Estado anímico",5,"['Motivado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3104","Interesante","Temario",4,"['Interesante']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3104","Mala organización","Docente",1,"['Mala organización']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"3104","Ambiente agradable","Ambiente",3,"['Ambiente agradable']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Con hambre o sed","Estado físico",1,"['Con hambre o sed']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Cansado/a","Estado anímico",3,"['Cansado/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Material adecuado","Temario",3,"['Material adecuado']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"CIC-3","Sin ruido","Ambiente",5,"['Sin ruido']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Con hambre o sed","Estado físico",3,"['Con hambre o sed']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Muy práctico","Temario",4,"['Muy práctico']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Poca creatividad","Docente",2,"['Poca creatividad']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Demasiado frío","Ambiente",1,"['Demasiado frío']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Estresado/a","Estado anímico",2,"['Estresado/a']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Temario denso","Temario",2,"['Temario denso']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Dinamismo","Docente",3,"['Dinamismo']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Iluminación correcta","Ambiente",3,"['Iluminación correcta']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Triste","Estado anímico",2,"['Triste']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Temario bien estructurado","Temario",4,"['Temario bien estructurado']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Temperatura perfecta","Ambiente",5,"['Temperatura perfecta']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Aburrido/a","Estado anímico",1,"['Aburrido/a']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Muy práctico","Temario",5,"['Muy práctico']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Dinamismo","Docente",3,"['Dinamismo']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3104","Poca luz","Ambiente",2,"['Poca luz']",1654869600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Cansado/a","Estado anímico",1,"['Cansado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Poco práctico","Temario",2,"['Poco práctico']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Creatividad","Docente",3,"['Creatividad']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3203","Sin ruido","Ambiente",4,"['Sin ruido']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 14:00:00+00:00",2,"3203","Normal","Estado físico",4,"['Normal']",1654869600.0
