,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
793,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Material adecuado,4,['Material adecuado'],Temario,
793,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Buena organización,4,['Buena organización'],Docente,
793,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
794,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
794,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
794,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Poco práctico,2,['Poco práctico'],Temario,
794,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
794,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
795,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Normal,3,['Normal'],Estado físico,
795,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Contento/a,5,['Contento/a'],Estado anímico,
795,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
795,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Buena actitud,4,['Buena actitud'],Docente,
795,Fundamentos de Economía y Empresa,2,3301,2022-03-11 04:06:11+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
796,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
796,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Contento/a,4,['Contento/a'],Estado anímico,
796,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
796,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Creatividad,4,['Creatividad'],Docente,
796,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
797,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-11 04:06:11+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
797,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-11 04:06:11+00:00,Aburrido/a,3,['Aburrido/a'],Estado anímico,
797,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-11 04:06:11+00:00,Repetitivo,2,['Repetitivo'],Temario,
797,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-11 04:06:11+00:00,Poca cooperación,3,['Poca cooperación'],Docente,
797,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-11 04:06:11+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
798,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Normal,5,['Normal'],Estado físico,
798,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
798,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Muy práctico,5,['Muy práctico'],Temario,
798,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Dinamismo,3,['Dinamismo'],Docente,
798,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-11 04:06:11+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
799,Fundamentos de Economía y Empresa,2,3203,2022-03-11 04:06:11+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
799,Fundamentos de Economía y Empresa,2,3203,2022-03-11 04:06:11+00:00,Contento/a,3,['Contento/a'],Estado anímico,
799,Fundamentos de Economía y Empresa,2,3203,2022-03-11 04:06:11+00:00,Material adecuado,4,['Material adecuado'],Temario,
799,Fundamentos de Economía y Empresa,2,3203,2022-03-11 04:06:11+00:00,Creatividad,5,['Creatividad'],Docente,
799,Fundamentos de Economía y Empresa,2,3203,2022-03-11 04:06:11+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
800,Fundamentos de Economía y Empresa,2,3302,2022-03-12 00:43:18+00:00,Con dolor de espalda,1,['Con dolor de espalda'],Estado físico,
800,Fundamentos de Economía y Empresa,2,3302,2022-03-12 00:43:18+00:00,Cansado/a,3,['Cansado/a'],Estado anímico,
800,Fundamentos de Economía y Empresa,2,3302,2022-03-12 00:43:18+00:00,Poco práctico,2,['Poco práctico'],Temario,
800,Fundamentos de Economía y Empresa,2,3302,2022-03-12 00:43:18+00:00,Buena organización,3,['Buena organización'],Docente,
800,Fundamentos de Economía y Empresa,2,3302,2022-03-12 00:43:18+00:00,Iluminación correcta,3,['Iluminación correcta'],Ambiente,luminosity
801,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
801,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
801,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Muy práctico,4,['Muy práctico'],Temario,
801,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
801,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
802,Fundamentos de Economía y Empresa,2,3203,2022-03-12 00:43:18+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
802,Fundamentos de Economía y Empresa,2,3203,2022-03-12 00:43:18+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
802,Fundamentos de Economía y Empresa,2,3203,2022-03-12 00:43:18+00:00,Repetitivo,1,['Repetitivo'],Temario,
802,Fundamentos de Economía y Empresa,2,3203,2022-03-12 00:43:18+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
802,Fundamentos de Economía y Empresa,2,3203,2022-03-12 00:43:18+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
803,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
803,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Normal,5,['Normal'],Estado anímico,
803,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Poco práctico,3,['Poco práctico'],Temario,
803,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
803,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
804,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
804,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Cansado/a,1,['Cansado/a'],Estado anímico,
804,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Material limitado,2,['Material limitado'],Temario,
804,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Dinamismo,5,['Dinamismo'],Docente,
804,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
805,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
805,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
805,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Muy práctico,5,['Muy práctico'],Temario,
805,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Paciencia,3,['Paciencia'],Docente,
805,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 00:43:18+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
806,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Con hambre o sed,2,['Con hambre o sed'],Estado físico,
806,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Triste,1,['Triste'],Estado anímico,
806,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Interesante,5,['Interesante'],Temario,
806,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Creatividad,4,['Creatividad'],Docente,
806,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
807,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
807,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Contento/a,4,['Contento/a'],Estado anímico,
807,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Temario denso,1,['Temario denso'],Temario,
807,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Poca creatividad,3,['Poca creatividad'],Docente,
807,Fundamentos de Economía y Empresa,2,1001,2022-03-12 00:43:18+00:00,Temperatura perfecta,5,['Temperatura perfecta'],Ambiente,
808,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Agotado/a,2,['Agotado/a'],Estado físico,
808,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
808,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
808,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Mala organización,1,['Mala organización'],Docente,
808,Fundamentos de Economía y Empresa,2,3104,2022-03-12 00:43:18+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
809,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Normal,5,['Normal'],Estado físico,
809,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
809,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Muy práctico,5,['Muy práctico'],Temario,
809,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
809,Fundamentos de Economía y Empresa,2,3301,2022-03-12 00:43:18+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
810,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
810,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Con ansiedad,2,['Con ansiedad'],Estado anímico,
810,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Material limitado,2,['Material limitado'],Temario,
810,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Mala organización,2,['Mala organización'],Docente,
810,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
811,Fundamentos de Economía y Empresa,2,3301,2022-03-12 01:46:55+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
811,Fundamentos de Economía y Empresa,2,3301,2022-03-12 01:46:55+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
811,Fundamentos de Economía y Empresa,2,3301,2022-03-12 01:46:55+00:00,Muy práctico,5,['Muy práctico'],Temario,
811,Fundamentos de Economía y Empresa,2,3301,2022-03-12 01:46:55+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
811,Fundamentos de Economía y Empresa,2,3301,2022-03-12 01:46:55+00:00,Ambiente agradable,4,['Ambiente agradable'],Ambiente,co2
812,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
812,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
812,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Repetitivo,1,['Repetitivo'],Temario,
812,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Explicaciones entretenidas,5,['Explicaciones entretenidas'],Docente,
812,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
813,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:46:55+00:00,Normal,5,['Normal'],Estado físico,
813,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:46:55+00:00,Agobiado/a,2,['Agobiado/a'],Estado anímico,
813,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:46:55+00:00,Material adecuado,4,['Material adecuado'],Temario,
813,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:46:55+00:00,Buena organización,5,['Buena organización'],Docente,
813,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:46:55+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
814,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
814,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
814,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
814,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Buena actitud,5,['Buena actitud'],Docente,
814,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
815,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:46:55+00:00,Con dolor de cuello,3,['Con dolor de cuello'],Estado físico,
815,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:46:55+00:00,Contento/a,4,['Contento/a'],Estado anímico,
815,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:46:55+00:00,Material adecuado,4,['Material adecuado'],Temario,
815,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:46:55+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
815,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:46:55+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
816,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
816,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
816,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Temario denso,3,['Temario denso'],Temario,
816,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Buena organización,4,['Buena organización'],Docente,
816,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:46:55+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
817,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:46:55+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
817,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:46:55+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
817,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:46:55+00:00,Interesante,5,['Interesante'],Temario,
817,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:46:55+00:00,Explicaciones aburridas,1,['Explicaciones aburridas'],Docente,
817,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:46:55+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
818,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:46:55+00:00,Normal,5,['Normal'],Estado físico,
818,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:46:55+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
818,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:46:55+00:00,Poco práctico,2,['Poco práctico'],Temario,
818,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:46:55+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
818,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:46:55+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
819,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
819,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
819,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Poco práctico,3,['Poco práctico'],Temario,
819,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Creatividad,4,['Creatividad'],Docente,
819,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:46:55+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
820,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Normal,4,['Normal'],Estado físico,
820,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
820,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Temario denso,2,['Temario denso'],Temario,
820,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Buena actitud,3,['Buena actitud'],Docente,
820,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
821,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:50:11+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
821,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:50:11+00:00,Normal,5,['Normal'],Estado anímico,
821,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:50:11+00:00,Material limitado,3,['Material limitado'],Temario,
821,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:50:11+00:00,Poca paciencia,3,['Poca paciencia'],Docente,
821,Fundamentos de Economía y Empresa,2,3203,2022-03-12 01:50:11+00:00,Ambiente denso,3,['Ambiente denso'],Ambiente,co2
822,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
822,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
822,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Temario denso,1,['Temario denso'],Temario,
822,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Buena actitud,4,['Buena actitud'],Docente,
822,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
823,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
823,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
823,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Interesante,4,['Interesante'],Temario,
823,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Creatividad,4,['Creatividad'],Docente,
823,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
824,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:50:11+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
824,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:50:11+00:00,Contento/a,4,['Contento/a'],Estado anímico,
824,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:50:11+00:00,Temario denso,2,['Temario denso'],Temario,
824,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:50:11+00:00,Buena organización,3,['Buena organización'],Docente,
824,Fundamentos de Economía y Empresa,2,3302,2022-03-12 01:50:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
825,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
825,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Contento/a,4,['Contento/a'],Estado anímico,
825,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Temario denso,1,['Temario denso'],Temario,
825,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
825,Fundamentos de Economía y Empresa,2,1001,2022-03-12 01:50:11+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
826,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
826,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Contento/a,5,['Contento/a'],Estado anímico,
826,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Poco práctico,1,['Poco práctico'],Temario,
826,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Paciencia,3,['Paciencia'],Docente,
826,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Poca luz,2,['Poca luz'],Ambiente,luminosity
827,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:50:11+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
827,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:50:11+00:00,Estresado/a,3,['Estresado/a'],Estado anímico,
827,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:50:11+00:00,Temario denso,1,['Temario denso'],Temario,
827,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:50:11+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
827,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-12 01:50:11+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
828,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:50:11+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
828,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:50:11+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
828,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:50:11+00:00,Poco práctico,1,['Poco práctico'],Temario,
828,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:50:11+00:00,Creatividad,4,['Creatividad'],Docente,
828,Fundamentos de Economía y Empresa,2,3104,2022-03-12 01:50:11+00:00,Ambiente denso,2,['Ambiente denso'],Ambiente,co2
829,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
829,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
829,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Material limitado,2,['Material limitado'],Temario,
829,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Creatividad,4,['Creatividad'],Docente,
829,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-12 01:50:11+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
830,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 01:18:11+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
830,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 01:18:11+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
830,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 01:18:11+00:00,Temario bien estructurado,3,['Temario bien estructurado'],Temario,
830,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 01:18:11+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
830,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 01:18:11+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
831,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
831,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
831,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Material limitado,2,['Material limitado'],Temario,
831,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
831,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
832,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
832,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
832,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Muy práctico,5,['Muy práctico'],Temario,
832,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Buena actitud,3,['Buena actitud'],Docente,
832,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
833,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Normal,5,['Normal'],Estado físico,
833,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
833,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Poco práctico,2,['Poco práctico'],Temario,
833,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
833,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Sin ruido,3,['Sin ruido'],Ambiente,noise
834,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
834,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Triste,1,['Triste'],Estado anímico,
834,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Material adecuado,3,['Material adecuado'],Temario,
834,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Explicaciones aburridas,1,['Explicaciones aburridas'],Docente,
