"","type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
4528,"feeback","3089557911119796491","Programación de Hardware Reconfigurable","2022-05-11 23:54:51.134088+00:00",2,"3104","Dinamismo","La mayor del docente ha sido buena",4,"['Dinamismo']",1652313291.134088
4529,"feeback","3089557911119796491","Programación de Hardware Reconfigurable","2022-05-11 23:54:51.134088+00:00",2,"3104","Iluminación correcta","El ambiente ha sido bueno",4,"['Iluminación correcta']",1652313291.134088
4530,"feeback","3111376476238216508","Aspectos Éticos y Sociales","2021-09-24 17:42:01.686147+00:00",2,"3301","Con hambre o sed","Mi estado físico ha sido bueno",2,"['Con hambre o sed']",1632505321.686147
4531,"feeback","3111376476238216508","Aspectos Éticos y Sociales","2021-09-24 17:42:01.686147+00:00",2,"3301","Estresado/a","Mi estado anímico ha sido bueno",3,"['Estresado/a']",1632505321.686147
4532,"feeback","3111376476238216508","Aspectos Éticos y Sociales","2021-09-24 17:42:01.686147+00:00",2,"3301","Repetitivo","El temario impartido ha sido bueno",2,"['Repetitivo']",1632505321.686147
4533,"feeback","3111376476238216508","Aspectos Éticos y Sociales","2021-09-24 17:42:01.686147+00:00",2,"3301","Poco dinamismo","La mayor del docente ha sido buena",1,"['Poco dinamismo']",1632505321.686147
4534,"feeback","3111376476238216508","Aspectos Éticos y Sociales","2021-09-24 17:42:01.686147+00:00",2,"3301","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1632505321.686147
4535,"feeback","3116826284728919731","Inglés Nivel Avanzado","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Enfermo/a","Mi estado físico ha sido bueno",3,"['Enfermo/a']",1651794935.82695
4536,"feeback","3116826284728919731","Inglés Nivel Avanzado","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Normal","Mi estado anímico ha sido bueno",5,"['Normal']",1651794935.82695
4537,"feeback","3116826284728919731","Inglés Nivel Avanzado","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Material limitado","El temario impartido ha sido bueno",1,"['Material limitado']",1651794935.82695
4538,"feeback","3116826284728919731","Inglés Nivel Avanzado","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Explicaciones entretenidas","La mayor del docente ha sido buena",4,"['Explicaciones entretenidas']",1651794935.82695
4539,"feeback","3116826284728919731","Inglés Nivel Avanzado","2022-05-05 23:55:35.826950+00:00",2,"CIC-4","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1651794935.82695
4540,"feeback","3127728644726163013","Sistemas Empotrados","2022-05-03 23:54:20.627160+00:00",2,"3203","Normal","Mi estado físico ha sido bueno",5,"['Normal']",1651622060.62716
4541,"feeback","3127728644726163013","Sistemas Empotrados","2022-05-03 23:54:20.627160+00:00",2,"3203","Con ansiedad","Mi estado anímico ha sido bueno",1,"['Con ansiedad']",1651622060.62716
4542,"feeback","3127728644726163013","Sistemas Empotrados","2022-05-03 23:54:20.627160+00:00",2,"3203","Material adecuado","El temario impartido ha sido bueno",5,"['Material adecuado']",1651622060.62716
4543,"feeback","3127728644726163013","Sistemas Empotrados","2022-05-03 23:54:20.627160+00:00",2,"3203","Buena organización","La mayor del docente ha sido buena",5,"['Buena organización']",1651622060.62716
4544,"feeback","3127728644726163013","Sistemas Empotrados","2022-05-03 23:54:20.627160+00:00",2,"3203","Ambiente agradable","El ambiente ha sido bueno",4,"['Ambiente agradable']",1651622060.62716
4545,"feeback","3131314491131914866","Sistemas Empotrados","2022-05-11 23:54:43.258242+00:00",2,"1001","Agotado/a","Mi estado físico ha sido bueno",1,"['Agotado/a']",1652313283.258242
4546,"feeback","3131314491131914866","Sistemas Empotrados","2022-05-11 23:54:43.258242+00:00",2,"1001","Cansado/a","Mi estado anímico ha sido bueno",3,"['Cansado/a']",1652313283.258242
4547,"feeback","3131314491131914866","Sistemas Empotrados","2022-05-11 23:54:43.258242+00:00",2,"1001","Repetitivo","El temario impartido ha sido bueno",2,"['Repetitivo']",1652313283.258242
4548,"feeback","3131314491131914866","Sistemas Empotrados","2022-05-11 23:54:43.258242+00:00",2,"1001","Explicaciones entretenidas","La mayor del docente ha sido buena",5,"['Explicaciones entretenidas']",1652313283.258242
4549,"feeback","3131314491131914866","Sistemas Empotrados","2022-05-11 23:54:43.258242+00:00",2,"1001","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1652313283.258242
4550,"feeback","3177168911544380586","Inglés Nivel Avanzado","2022-05-12 23:54:35.760253+00:00",2,"3104","Con dolor de espalda","Mi estado físico ha sido bueno",2,"['Con dolor de espalda']",1652399675.760253
4551,"feeback","3177168911544380586","Inglés Nivel Avanzado","2022-05-12 23:54:35.760253+00:00",2,"3104","Con ansiedad","Mi estado anímico ha sido bueno",1,"['Con ansiedad']",1652399675.760253
4552,"feeback","3177168911544380586","Inglés Nivel Avanzado","2022-05-12 23:54:35.760253+00:00",2,"3104","Muy práctico","El temario impartido ha sido bueno",3,"['Muy práctico']",1652399675.760253
4553,"feeback","3177168911544380586","Inglés Nivel Avanzado","2022-05-12 23:54:35.760253+00:00",2,"3104","Dinamismo","La mayor del docente ha sido buena",4,"['Dinamismo']",1652399675.760253
4554,"feeback","3177168911544380586","Inglés Nivel Avanzado","2022-05-12 23:54:35.760253+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",5,"['Sin ruido']",1652399675.760253
4555,"feeback","3181960071893269608","Inteligencia Artificial","2022-04-27 23:55:14.923493+00:00",2,"CIC-3","Con dolor de cabeza","Mi estado físico ha sido bueno",2,"['Con dolor de cabeza']",1651103714.923493
4556,"feeback","3181960071893269608","Inteligencia Artificial","2022-04-27 23:55:14.923493+00:00",2,"CIC-3","Agobiado/a","Mi estado anímico ha sido bueno",1,"['Agobiado/a']",1651103714.923493
4557,"feeback","3181960071893269608","Inteligencia Artificial","2022-04-27 23:55:14.923493+00:00",2,"CIC-3","Poco práctico","El temario impartido ha sido bueno",1,"['Poco práctico']",1651103714.923493
4558,"feeback","3181960071893269608","Inteligencia Artificial","2022-04-27 23:55:14.923493+00:00",2,"CIC-3","Poca creatividad","La mayor del docente ha sido buena",2,"['Poca creatividad']",1651103714.923493
4559,"feeback","3181960071893269608","Inteligencia Artificial","2022-04-27 23:55:14.923493+00:00",2,"CIC-3","Poca luz","El ambiente ha sido bueno",2,"['Poca luz']",1651103714.923493
4560,"feeback","3208328713914433522","Sistemas Basados en Computador","2022-04-23 23:54:41.605722+00:00",2,"3301","Enfermo/a","Mi estado físico ha sido bueno",2,"['Enfermo/a']",1650758081.605722
4561,"feeback","3208328713914433522","Sistemas Basados en Computador","2022-04-23 23:54:41.605722+00:00",2,"3301","Cansado/a","Mi estado anímico ha sido bueno",1,"['Cansado/a']",1650758081.605722
4562,"feeback","3208328713914433522","Sistemas Basados en Computador","2022-04-23 23:54:41.605722+00:00",2,"3301","Material limitado","El temario impartido ha sido bueno",2,"['Material limitado']",1650758081.605722
4563,"feeback","3208328713914433522","Sistemas Basados en Computador","2022-04-23 23:54:41.605722+00:00",2,"3301","Paciencia","La mayor del docente ha sido buena",5,"['Paciencia']",1650758081.605722
4564,"feeback","3208328713914433522","Sistemas Basados en Computador","2022-04-23 23:54:41.605722+00:00",2,"3301","Demasiado ruido","El ambiente ha sido bueno",3,"['Demasiado ruido']",1650758081.605722
4565,"feeback","3211021832466110709","Seguridad de Sistemas y Redes","2022-05-10 23:55:25.562107+00:00",2,"CIC-3","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1652226925.562107
4566,"feeback","3211021832466110709","Seguridad de Sistemas y Redes","2022-05-10 23:55:25.562107+00:00",2,"CIC-3","Normal","Mi estado anímico ha sido bueno",4,"['Normal']",1652226925.562107
4567,"feeback","3211021832466110709","Seguridad de Sistemas y Redes","2022-05-10 23:55:25.562107+00:00",2,"CIC-3","Material adecuado","El temario impartido ha sido bueno",3,"['Material adecuado']",1652226925.562107
4568,"feeback","3211021832466110709","Seguridad de Sistemas y Redes","2022-05-10 23:55:25.562107+00:00",2,"CIC-3","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1652226925.562107
4569,"feeback","3211021832466110709","Seguridad de Sistemas y Redes","2022-05-10 23:55:25.562107+00:00",2,"CIC-3","Ambiente agradable","El ambiente ha sido bueno",4,"['Ambiente agradable']",1652226925.562107
4570,"feeback","3245461255121393759","Fundamentos de Economía y Empresa","2022-05-03 23:54:49.489853+00:00",2,"3302","Normal","Mi estado físico ha sido bueno",5,"['Normal']",1651622089.489853
4571,"feeback","3245461255121393759","Fundamentos de Economía y Empresa","2022-05-03 23:54:49.489853+00:00",2,"3302","Con ansiedad","Mi estado anímico ha sido bueno",1,"['Con ansiedad']",1651622089.489853
4572,"feeback","3245461255121393759","Fundamentos de Economía y Empresa","2022-05-03 23:54:49.489853+00:00",2,"3302","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1651622089.489853
4573,"feeback","3245461255121393759","Fundamentos de Economía y Empresa","2022-05-03 23:54:49.489853+00:00",2,"3302","Poco dinamismo","La mayor del docente ha sido buena",1,"['Poco dinamismo']",1651622089.489853
4574,"feeback","3245461255121393759","Fundamentos de Economía y Empresa","2022-05-03 23:54:49.489853+00:00",2,"3302","Sin ruido","El ambiente ha sido bueno",5,"['Sin ruido']",1651622089.489853
4575,"feeback","3273997357873871271","Sistemas Empotrados","2022-05-12 23:55:17.011596+00:00",2,"CIC-3","Con dolor de cabeza","Mi estado físico ha sido bueno",3,"['Con dolor de cabeza']",1652399717.011596
4576,"feeback","3273997357873871271","Sistemas Empotrados","2022-05-12 23:55:17.011596+00:00",2,"CIC-3","Contento/a","Mi estado anímico ha sido bueno",4,"['Contento/a']",1652399717.011596
4577,"feeback","3273997357873871271","Sistemas Empotrados","2022-05-12 23:55:17.011596+00:00",2,"CIC-3","Muy práctico","El temario impartido ha sido bueno",3,"['Muy práctico']",1652399717.011596
4578,"feeback","3273997357873871271","Sistemas Empotrados","2022-05-12 23:55:17.011596+00:00",2,"CIC-3","Poca creatividad","La mayor del docente ha sido buena",1,"['Poca creatividad']",1652399717.011596
4579,"feeback","3273997357873871271","Sistemas Empotrados","2022-05-12 23:55:17.011596+00:00",2,"CIC-3","Demasiado calor","El ambiente ha sido bueno",1,"['Demasiado calor']",1652399717.011596
4580,"feeback","3289770808147699824","Inteligencia Artificial","2022-05-09 23:55:01.346539+00:00",2,"CIC-3","Agotado/a","Mi estado físico ha sido bueno",2,"['Agotado/a']",1652140501.346539
4581,"feeback","3289770808147699824","Inteligencia Artificial","2022-05-09 23:55:01.346539+00:00",2,"CIC-3","Motivado/a","Mi estado anímico ha sido bueno",5,"['Motivado/a']",1652140501.346539
4582,"feeback","3289770808147699824","Inteligencia Artificial","2022-05-09 23:55:01.346539+00:00",2,"CIC-3","Material adecuado","El temario impartido ha sido bueno",5,"['Material adecuado']",1652140501.346539
4583,"feeback","3289770808147699824","Inteligencia Artificial","2022-05-09 23:55:01.346539+00:00",2,"CIC-3","Mala organización","La mayor del docente ha sido buena",2,"['Mala organización']",1652140501.346539
4584,"feeback","3289770808147699824","Inteligencia Artificial","2022-05-09 23:55:01.346539+00:00",2,"CIC-3","Demasiado frío","El ambiente ha sido bueno",1,"['Demasiado frío']",1652140501.346539
4585,"feeback","3296308660127176954","Programación","2022-04-27 01:05:16.810451+00:00",2,"3301","Enfermo/a","Mi estado físico ha sido bueno",3,"['Enfermo/a']",1651021516.810451
4586,"feeback","3296308660127176954","Programación","2022-04-27 01:05:16.810451+00:00",2,"3301","Estresado/a","Mi estado anímico ha sido bueno",1,"['Estresado/a']",1651021516.810451
4587,"feeback","3296308660127176954","Programación","2022-04-27 01:05:16.810451+00:00",2,"3301","Repetitivo","El temario impartido ha sido bueno",2,"['Repetitivo']",1651021516.810451
4588,"feeback","3296308660127176954","Programación","2022-04-27 01:05:16.810451+00:00",2,"3301","Creatividad","La mayor del docente ha sido buena",4,"['Creatividad']",1651021516.810451
4589,"feeback","3296308660127176954","Programación","2022-04-27 01:05:16.810451+00:00",2,"3301","Ambiente agradable","El ambiente ha sido bueno",4,"['Ambiente agradable']",1651021516.810451
4590,"feeback","3297596920172511555","Seguridad de Sistemas y Redes","2022-04-30 23:54:34.564060+00:00",2,"3104","Enfermo/a","Mi estado físico ha sido bueno",1,"['Enfermo/a']",1651362874.56406
4591,"feeback","3297596920172511555","Seguridad de Sistemas y Redes","2022-04-30 23:54:34.564060+00:00",2,"3104","Motivado/a","Mi estado anímico ha sido bueno",3,"['Motivado/a']",1651362874.56406
4592,"feeback","3297596920172511555","Seguridad de Sistemas y Redes","2022-04-30 23:54:34.564060+00:00",2,"3104","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1651362874.56406
4593,"feeback","3297596920172511555","Seguridad de Sistemas y Redes","2022-04-30 23:54:34.564060+00:00",2,"3104","Poco dinamismo","La mayor del docente ha sido buena",1,"['Poco dinamismo']",1651362874.56406
4594,"feeback","3297596920172511555","Seguridad de Sistemas y Redes","2022-04-30 23:54:34.564060+00:00",2,"3104","Demasiado frío","El ambiente ha sido bueno",3,"['Demasiado frío']",1651362874.56406
4595,"feeback","3309554112177543831","Programación de Hardware Reconfigurable","2022-05-06 23:54:33.289728+00:00",2,"3302","Enfermo/a","Mi estado físico ha sido bueno",3,"['Enfermo/a']",1651881273.289728
4596,"feeback","3309554112177543831","Programación de Hardware Reconfigurable","2022-05-06 23:54:33.289728+00:00",2,"3302","Motivado/a","Mi estado anímico ha sido bueno",4,"['Motivado/a']",1651881273.289728
4597,"feeback","3309554112177543831","Programación de Hardware Reconfigurable","2022-05-06 23:54:33.289728+00:00",2,"3302","Temario denso","El temario impartido ha sido bueno",3,"['Temario denso']",1651881273.289728
4598,"feeback","3309554112177543831","Programación de Hardware Reconfigurable","2022-05-06 23:54:33.289728+00:00",2,"3302","Dinamismo","La mayor del docente ha sido buena",5,"['Dinamismo']",1651881273.289728
4599,"feeback","3309554112177543831","Programación de Hardware Reconfigurable","2022-05-06 23:54:33.289728+00:00",2,"3302","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1651881273.289728
4600,"feeback","3319306551935435490","Inglés Nivel Avanzado","2022-05-11 23:55:27.237899+00:00",2,"3301","Con dolor de cuello","Mi estado físico ha sido bueno",2,"['Con dolor de cuello']",1652313327.237899
4601,"feeback","3319306551935435490","Inglés Nivel Avanzado","2022-05-11 23:55:27.237899+00:00",2,"3301","Contento/a","Mi estado anímico ha sido bueno",4,"['Contento/a']",1652313327.237899
4602,"feeback","3319306551935435490","Inglés Nivel Avanzado","2022-05-11 23:55:27.237899+00:00",2,"3301","Interesante","El temario impartido ha sido bueno",4,"['Interesante']",1652313327.237899
4603,"feeback","3319306551935435490","Inglés Nivel Avanzado","2022-05-11 23:55:27.237899+00:00",2,"3301","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1652313327.237899
4604,"feeback","3319306551935435490","Inglés Nivel Avanzado","2022-05-11 23:55:27.237899+00:00",2,"3301","Temperatura perfecta","El ambiente ha sido bueno",4,"['Temperatura perfecta']",1652313327.237899
4605,"feeback","33329358641638513","Programación","2022-04-29 23:54:31.336129+00:00",2,"3302","Con dolor de cabeza","Mi estado físico ha sido bueno",3,"['Con dolor de cabeza']",1651276471.336129
4606,"feeback","33329358641638513","Programación","2022-04-29 23:54:31.336129+00:00",2,"3302","Con ansiedad","Mi estado anímico ha sido bueno",3,"['Con ansiedad']",1651276471.336129
4607,"feeback","33329358641638513","Programación","2022-04-29 23:54:31.336129+00:00",2,"3302","Temario bien estructurado","El temario impartido ha sido bueno",3,"['Temario bien estructurado']",1651276471.336129
4608,"feeback","33329358641638513","Programación","2022-04-29 23:54:31.336129+00:00",2,"3302","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1651276471.336129
4609,"feeback","33329358641638513","Programación","2022-04-29 23:54:31.336129+00:00",2,"3302","Temperatura perfecta","El ambiente ha sido bueno",3,"['Temperatura perfecta']",1651276471.336129
4610,"feeback","3369608866955249083","Sistemas de Tiempo Real","2022-04-24 23:55:09.461058+00:00",2,"CIC-4","Normal","Mi estado físico ha sido bueno",5,"['Normal']",1650844509.461058
4611,"feeback","3369608866955249083","Sistemas de Tiempo Real","2022-04-24 23:55:09.461058+00:00",2,"CIC-4","Cansado/a","Mi estado anímico ha sido bueno",1,"['Cansado/a']",1650844509.461058
4612,"feeback","3369608866955249083","Sistemas de Tiempo Real","2022-04-24 23:55:09.461058+00:00",2,"CIC-4","Repetitivo","El temario impartido ha sido bueno",2,"['Repetitivo']",1650844509.461058
4613,"feeback","3369608866955249083","Sistemas de Tiempo Real","2022-04-24 23:55:09.461058+00:00",2,"CIC-4","Buena actitud","La mayor del docente ha sido buena",5,"['Buena actitud']",1650844509.461058
4614,"feeback","3369608866955249083","Sistemas de Tiempo Real","2022-04-24 23:55:09.461058+00:00",2,"CIC-4","Ambiente denso","El ambiente ha sido bueno",1,"['Ambiente denso']",1650844509.461058
4615,"feeback","3373752034490570584","Fundamentos de Economía y Empresa","2022-04-30 23:54:34.564060+00:00",2,"3203","Con dolor de cabeza","Mi estado físico ha sido bueno",2,"['Con dolor de cabeza']",1651362874.56406
4616,"feeback","3373752034490570584","Fundamentos de Economía y Empresa","2022-04-30 23:54:34.564060+00:00",2,"3203","Estresado/a","Mi estado anímico ha sido bueno",2,"['Estresado/a']",1651362874.56406
4617,"feeback","3373752034490570584","Fundamentos de Economía y Empresa","2022-04-30 23:54:34.564060+00:00",2,"3203","Poco práctico","El temario impartido ha sido bueno",1,"['Poco práctico']",1651362874.56406
4618,"feeback","3373752034490570584","Fundamentos de Economía y Empresa","2022-04-30 23:54:34.564060+00:00",2,"3203","Paciencia","La mayor del docente ha sido buena",5,"['Paciencia']",1651362874.56406
4619,"feeback","3373752034490570584","Fundamentos de Economía y Empresa","2022-04-30 23:54:34.564060+00:00",2,"3203","Ambiente agradable","El ambiente ha sido bueno",4,"['Ambiente agradable']",1651362874.56406
4620,"feeback","3375011968535987655","Programación","2022-04-27 23:55:14.923493+00:00",2,"1001","Enérgico/a","Mi estado físico ha sido bueno",4,"['Enérgico/a']",1651103714.923493
4621,"feeback","3375011968535987655","Programación","2022-04-27 23:55:14.923493+00:00",2,"1001","Normal","Mi estado anímico ha sido bueno",4,"['Normal']",1651103714.923493
4622,"feeback","3375011968535987655","Programación","2022-04-27 23:55:14.923493+00:00",2,"1001","Poco práctico","El temario impartido ha sido bueno",2,"['Poco práctico']",1651103714.923493
4623,"feeback","3375011968535987655","Programación","2022-04-27 23:55:14.923493+00:00",2,"1001","Explicaciones aburridas","La mayor del docente ha sido buena",3,"['Explicaciones aburridas']",1651103714.923493
4624,"feeback","3375011968535987655","Programación","2022-04-27 23:55:14.923493+00:00",2,"1001","Ambiente denso","El ambiente ha sido bueno",1,"['Ambiente denso']",1651103714.923493
4625,"feeback","3385761874065954854","Aspectos Éticos y Sociales","2022-05-03 23:55:38.026646+00:00",2,"1001","Con dolor de cuello","Mi estado físico ha sido bueno",1,"['Con dolor de cuello']",1651622138.026646
4626,"feeback","3385761874065954854","Aspectos Éticos y Sociales","2022-05-03 23:55:38.026646+00:00",2,"1001","Triste","Mi estado anímico ha sido bueno",2,"['Triste']",1651622138.026646
4627,"feeback","3385761874065954854","Aspectos Éticos y Sociales","2022-05-03 23:55:38.026646+00:00",2,"1001","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1651622138.026646
4628,"feeback","3385761874065954854","Aspectos Éticos y Sociales","2022-05-03 23:55:38.026646+00:00",2,"1001","Creatividad","La mayor del docente ha sido buena",5,"['Creatividad']",1651622138.026646
4629,"feeback","3385761874065954854","Aspectos Éticos y Sociales","2022-05-03 23:55:38.026646+00:00",2,"1001","Demasiado frío","El ambiente ha sido bueno",3,"['Demasiado frío']",1651622138.026646
4630,"feeback","3388538125647522650","Inglés Nivel Avanzado","2022-05-09 23:55:01.346539+00:00",2,"3104","Con dolor de cabeza","Mi estado físico ha sido bueno",2,"['Con dolor de cabeza']",1652140501.346539
4631,"feeback","3388538125647522650","Inglés Nivel Avanzado","2022-05-09 23:55:01.346539+00:00",2,"3104","Triste","Mi estado anímico ha sido bueno",1,"['Triste']",1652140501.346539
4632,"feeback","3388538125647522650","Inglés Nivel Avanzado","2022-05-09 23:55:01.346539+00:00",2,"3104","Repetitivo","El temario impartido ha sido bueno",1,"['Repetitivo']",1652140501.346539
4633,"feeback","3388538125647522650","Inglés Nivel Avanzado","2022-05-09 23:55:01.346539+00:00",2,"3104","Mala organización","La mayor del docente ha sido buena",1,"['Mala organización']",1652140501.346539
4634,"feeback","3388538125647522650","Inglés Nivel Avanzado","2022-05-09 23:55:01.346539+00:00",2,"3104","Temperatura perfecta","El ambiente ha sido bueno",5,"['Temperatura perfecta']",1652140501.346539
4635,"feeback","3418803800175932949","Inglés Nivel Avanzado","2022-05-08 23:54:57.534755+00:00",2,"CIC-4","Normal","Mi estado físico ha sido bueno",3,"['Normal']",1652054097.534755
4636,"feeback","3418803800175932949","Inglés Nivel Avanzado","2022-05-08 23:54:57.534755+00:00",2,"CIC-4","Agobiado/a","Mi estado anímico ha sido bueno",3,"['Agobiado/a']",1652054097.534755
4637,"feeback","3418803800175932949","Inglés Nivel Avanzado","2022-05-08 23:54:57.534755+00:00",2,"CIC-4","Repetitivo","El temario impartido ha sido bueno",1,"['Repetitivo']",1652054097.534755
4638,"feeback","3418803800175932949","Inglés Nivel Avanzado","2022-05-08 23:54:57.534755+00:00",2,"CIC-4","Explicaciones entretenidas","La mayor del docente ha sido buena",5,"['Explicaciones entretenidas']",1652054097.534755
4639,"feeback","3418803800175932949","Inglés Nivel Avanzado","2022-05-08 23:54:57.534755+00:00",2,"CIC-4","Demasiado calor","El ambiente ha sido bueno",3,"['Demasiado calor']",1652054097.534755
4640,"feeback","3430281884787357740","Fundamentos de Economía y Empresa","2022-05-10 23:54:25.500699+00:00",2,"1001","Con hambre o sed","Mi estado físico ha sido bueno",1,"['Con hambre o sed']",1652226865.500699
4641,"feeback","3430281884787357740","Fundamentos de Economía y Empresa","2022-05-10 23:54:25.500699+00:00",2,"1001","Motivado/a","Mi estado anímico ha sido bueno",4,"['Motivado/a']",1652226865.500699
4642,"feeback","3430281884787357740","Fundamentos de Economía y Empresa","2022-05-10 23:54:25.500699+00:00",2,"1001","Temario denso","El temario impartido ha sido bueno",1,"['Temario denso']",1652226865.500699
4643,"feeback","3430281884787357740","Fundamentos de Economía y Empresa","2022-05-10 23:54:25.500699+00:00",2,"1001","Poca paciencia","La mayor del docente ha sido buena",3,"['Poca paciencia']",1652226865.500699
4644,"feeback","3430281884787357740","Fundamentos de Economía y Empresa","2022-05-10 23:54:25.500699+00:00",2,"1001","Temperatura perfecta","El ambiente ha sido bueno",5,"['Temperatura perfecta']",1652226865.500699
4645,"feeback","3435510154725659415","Sistemas Empotrados","2022-04-24 23:55:04.758080+00:00",2,"3104","Agotado/a","Mi estado físico ha sido bueno",2,"['Agotado/a']",1650844504.75808
4646,"feeback","3435510154725659415","Sistemas Empotrados","2022-04-24 23:55:04.758080+00:00",2,"3104","Estresado/a","Mi estado anímico ha sido bueno",1,"['Estresado/a']",1650844504.75808
4647,"feeback","3435510154725659415","Sistemas Empotrados","2022-04-24 23:55:04.758080+00:00",2,"3104","Temario denso","El temario impartido ha sido bueno",1,"['Temario denso']",1650844504.75808
4648,"feeback","3435510154725659415","Sistemas Empotrados","2022-04-24 23:55:04.758080+00:00",2,"3104","Creatividad","La mayor del docente ha sido buena",4,"['Creatividad']",1650844504.75808
4649,"feeback","3435510154725659415","Sistemas Empotrados","2022-04-24 23:55:04.758080+00:00",2,"3104","Demasiado frío","El ambiente ha sido bueno",2,"['Demasiado frío']",1650844504.75808
4650,"feeback","3436753989918261598","Programación Concurrente y Avanzada","2022-05-06 23:55:05.887521+00:00",2,"3104","Normal","Mi estado físico ha sido bueno",4,"['Normal']",1651881305.887521
4651,"feeback","3436753989918261598","Programación Concurrente y Avanzada","2022-05-06 23:55:05.887521+00:00",2,"3104","Normal","Mi estado anímico ha sido bueno",5,"['Normal']",1651881305.887521
4652,"feeback","3436753989918261598","Programación Concurrente y Avanzada","2022-05-06 23:55:05.887521+00:00",2,"3104","Interesante","El temario impartido ha sido bueno",5,"['Interesante']",1651881305.887521
4653,"feeback","3436753989918261598","Programación Concurrente y Avanzada","2022-05-06 23:55:05.887521+00:00",2,"3104","Poca paciencia","La mayor del docente ha sido buena",1,"['Poca paciencia']",1651881305.887521
4654,"feeback","3436753989918261598","Programación Concurrente y Avanzada","2022-05-06 23:55:05.887521+00:00",2,"3104","Demasiado ruido","El ambiente ha sido bueno",2,"['Demasiado ruido']",1651881305.887521
4655,"feeback","3446672228231062339","Aspectos Legales y Profesionales","2022-05-08 23:54:57.534755+00:00",2,"3104","Con dolor de cabeza","Mi estado físico ha sido bueno",2,"['Con dolor de cabeza']",1652054097.534755
4656,"feeback","3446672228231062339","Aspectos Legales y Profesionales","2022-05-08 23:54:57.534755+00:00",2,"3104","Contento/a","Mi estado anímico ha sido bueno",5,"['Contento/a']",1652054097.534755
4657,"feeback","3446672228231062339","Aspectos Legales y Profesionales","2022-05-08 23:54:57.534755+00:00",2,"3104","Temario denso","El temario impartido ha sido bueno",2,"['Temario denso']",1652054097.534755
4658,"feeback","3446672228231062339","Aspectos Legales y Profesionales","2022-05-08 23:54:57.534755+00:00",2,"3104","Poca paciencia","La mayor del docente ha sido buena",2,"['Poca paciencia']",1652054097.534755
4659,"feeback","3446672228231062339","Aspectos Legales y Profesionales","2022-05-08 23:54:57.534755+00:00",2,"3104","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1652054097.534755
4660,"feeback","3466091410715691781","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"3302","Con dolor de espalda","Mi estado físico ha sido bueno",1,"['Con dolor de espalda']",1630950118.106767
4661,"feeback","3466091410715691781","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"3302","Normal","Mi estado anímico ha sido bueno",4,"['Normal']",1630950118.106767
4662,"feeback","3466091410715691781","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"3302","Poco práctico","El temario impartido ha sido bueno",3,"['Poco práctico']",1630950118.106767
4663,"feeback","3466091410715691781","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"3302","Poca creatividad","La mayor del docente ha sido buena",3,"['Poca creatividad']",1630950118.106767
4664,"feeback","3466091410715691781","Inglés Nivel Avanzado","2021-09-06 17:41:58.106767+00:00",2,"3302","Sin ruido","El ambiente ha sido bueno",4,"['Sin ruido']",1630950118.106767
4665,"feeback","3473875095682124859","Aspectos Legales y Profesionales","2022-05-01 23:55:12.721753+00:00",2,"3203","Enérgico/a","Mi estado físico ha sido bueno",5,"['Enérgico/a']",1651449312.721753
4666,"feeback","3473875095682124859","Aspectos Legales y Profesionales","2022-05-01 23:55:12.721753+00:00",2,"3203","Normal","Mi estado anímico ha sido bueno",3,"['Normal']",1651449312.721753
4667,"feeback","3473875095682124859","Aspectos Legales y Profesionales","2022-05-01 23:55:12.721753+00:00",2,"3203","Muy práctico","El temario impartido ha sido bueno",5,"['Muy práctico']",1651449312.721753
4668,"feeback","3473875095682124859","Aspectos Legales y Profesionales","2022-05-01 23:55:12.721753+00:00",2,"3203","Explicaciones aburridas","La mayor del docente ha sido buena",2,"['Explicaciones aburridas']",1651449312.721753
4669,"feeback","3473875095682124859","Aspectos Legales y Profesionales","2022-05-01 23:55:12.721753+00:00",2,"3203","Demasiado calor","El ambiente ha sido bueno",2,"['Demasiado calor']",1651449312.721753
